timestamp,status,name,phone,email,error_message
2025-11-06 08:22:40,Failed,Hendra Kurniawan,8461151708,hendrakurniawan2048@example.com,"Timeout: Gagal load form awal. (Page.wait_for_selector: Timeout 90000ms exceeded.
Call log:
  - waiting for locator(""#name"") to be visible
)"
2025-11-06 08:23:10,Failed,Anjing,8406273670,anjing2137@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 08:23:13,Failed,Joko,8768267020,joko2140@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 08:23:19,Failed,Irfan Maulana,8784333587,irfanmaulana2145@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 08:23:27,Failed,Joko,8888894975,joko2154@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 08:24:08,Failed,Cahyo Nugroho,8676735873,cahyonugroho2195@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 08:25:14,Failed,Budi,8965021358,budi2259@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 08:26:11,Failed,Anjing,8737359941,anjing2317@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 08:54:53,Success,Budi,8665266705,budi4061@example.com,
2025-11-06 08:55:23,Success,Shibal,8938052977,shibal4094@example.com,
2025-11-06 08:55:55,Success,Deni Saputra,8809652138,denisaputra4125@example.com,
2025-11-06 08:56:26,Success,Joko Susilo,8991482973,jokosusilo4157@example.com,
2025-11-06 08:56:57,Success,Irfan Maulana,8834137969,irfanmaulana4187@example.com,
2025-11-06 08:57:30,Success,Gilang Saputra,8652545224,gilangsaputra4219@example.com,
2025-11-06 08:58:03,Success,Anjing,8227611776,anjing4252@example.com,
2025-11-06 08:58:37,Success,Deni Saputra,8632084158,denisaputra4285@example.com,
2025-11-06 08:59:13,Success,Deni Saputra,8393494556,denisaputra4320@example.com,
2025-11-06 08:59:47,Success,Fajar Ramadhan,8952664251,fajarramadhan4354@example.com,
2025-11-06 09:00:24,Success,Shibal,8324577386,shibal4389@example.com,
2025-11-06 09:00:56,Success,Prabowo,8414883860,prabowo4425@example.com,
2025-11-06 09:01:30,Success,Anies,8305705114,anies4458@example.com,
2025-11-06 09:02:04,Success,Irfan Maulana,8185215460,irfanmaulana4492@example.com,
2025-11-06 09:02:39,Success,Hai hai,8454631059,haihai4527@example.com,
2025-11-06 09:03:12,Success,Anjing,8112109654,anjing4560@example.com,
2025-11-06 09:03:46,Success,Joko,8709803289,joko4595@example.com,
2025-11-06 09:04:19,Success,Hendra Kurniawan,8675196868,hendrakurniawan4628@example.com,
2025-11-06 09:05:00,Success,Budi,8876807877,budi4661@example.com,
2025-11-06 09:05:31,Success,Nugroho,8716859366,nugroho4701@example.com,
2025-11-06 09:06:03,Success,Fajar Ramadhan,8964882056,fajarramadhan4733@example.com,
2025-11-06 09:06:35,Success,Irfan Maulana,8889262466,irfanmaulana4764@example.com,
2025-11-06 09:07:07,Success,Andi Pratama,8189425576,andipratama4796@example.com,
2025-11-06 09:07:41,Success,Hendra Kurniawan,8359681880,hendrakurniawan4829@example.com,
2025-11-06 09:08:15,Success,Gilang Saputra,8618141406,gilangsaputra4864@example.com,
2025-11-06 09:08:47,Success,Joko,8511612198,joko4897@example.com,
2025-11-06 09:09:20,Success,Irfan Maulana,8751126233,irfanmaulana4929@example.com,
2025-11-06 09:09:55,Success,Hendra Kurniawan,8987199274,hendrakurniawan4962@example.com,
2025-11-06 09:10:29,Success,Anies,8201910398,anies4996@example.com,
2025-11-06 09:11:03,Success,Nugroho,8312637620,nugroho5031@example.com,
2025-11-06 09:11:40,Success,Andi Pratama,8158585922,andipratama5066@example.com,
2025-11-06 09:12:11,Success,Deni Saputra,8878562059,denisaputra5101@example.com,
2025-11-06 09:12:46,Success,Budi,8246781263,budi5133@example.com,
2025-11-06 09:13:17,Success,Budi,8603665249,budi5168@example.com,
2025-11-06 09:13:49,Success,Gilang Saputra,8893585422,gilangsaputra5199@example.com,
2025-11-06 09:14:22,Success,Shibal,8367362514,shibal5232@example.com,
2025-11-06 09:14:53,Success,Anies,8514840333,anies5264@example.com,
2025-11-06 09:15:27,Success,Shibal,8508774906,shibal5296@example.com,
2025-11-06 09:15:57,Success,Cahyo Nugroho,8452156385,cahyonugroho5328@example.com,
2025-11-06 09:16:27,Success,Eko Wibowo,8634807244,ekowibowo5359@example.com,
2025-11-06 09:16:59,Success,Nugroho,8163163724,nugroho5389@example.com,
2025-11-06 09:17:31,Success,Gilang Saputra,8980930852,gilangsaputra5421@example.com,
2025-11-06 09:18:04,Success,Joko,8132667244,joko5454@example.com,
2025-11-06 09:18:36,Success,Deni Saputra,8798950640,denisaputra5487@example.com,
2025-11-06 09:20:07,Failed,Anies,8671664211,anies5517@example.com,"Timeout: Gagal load form awal. (Page.goto: Timeout 90000ms exceeded.
Call log:
  - navigating to ""https://bisnispropertinpl.myscalev.com/checkout-npl-1"", waiting until ""load""
)"
2025-11-06 09:21:04,Failed,Andi Pratama,8153196002,andipratama5609@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:21:59,Failed,Eko Wibowo,8262236117,ekowibowo5665@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:22:56,Failed,Nugroho,8113143161,nugroho5722@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:23:50,Failed,Prabowo,8175880492,prabowo5777@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:24:46,Failed,Hendra Kurniawan,8956458849,hendrakurniawan5832@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:25:43,Failed,Joko Susilo,8386468103,jokosusilo5889@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:26:38,Failed,Eko Wibowo,8193204322,ekowibowo5944@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:27:32,Failed,Hendra Kurniawan,8863902716,hendrakurniawan5999@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:28:26,Failed,Budi,8181910484,budi6053@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:29:21,Failed,Joko Susilo,8451309117,jokosusilo6108@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:30:17,Failed,Anjing,8323102251,anjing6163@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:31:11,Failed,Gilang Saputra,8111923042,gilangsaputra6218@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:32:07,Failed,Andi Pratama,8545687814,andipratama6274@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:33:04,Failed,Shibal,8781891617,shibal6330@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:34:00,Failed,Irfan Maulana,8694332320,irfanmaulana6386@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:34:55,Failed,Eko Wibowo,8288502316,ekowibowo6442@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:35:49,Failed,Budi,8143730484,budi6496@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:36:44,Failed,Irfan Maulana,8715133466,irfanmaulana6551@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:37:56,Failed,Deni Saputra,8759099655,denisaputra6621@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:38:52,Failed,Prabowo,8514703003,prabowo6678@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:39:48,Failed,Budi,8910502023,budi6734@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 09:40:45,Failed,Irfan Maulana,8764213463,irfanmaulana6791@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 10:02:42,Failed,Eko Wibowo,8574275259,ekowibowo8105@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 10:03:38,Failed,Anjing,8289179358,anjing8164@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 10:04:34,Failed,Shibal,8358935921,shibal8220@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 10:27:44,Success,Fajar Ramadhan,8850883676,fajarramadhan9631@example.com,
2025-11-06 10:28:15,Success,Nugroho,8659716921,nugroho9666@example.com,
2025-11-06 10:28:47,Success,Shibal,8671767459,shibal9697@example.com,
2025-11-06 10:29:18,Success,Irfan Maulana,8332994936,irfanmaulana9729@example.com,
2025-11-06 10:29:49,Success,Prabowo,8829316787,prabowo9759@example.com,
2025-11-06 10:30:22,Success,Irfan Maulana,8162170067,irfanmaulana9792@example.com,
2025-11-06 10:30:53,Success,Andi Pratama,8983461176,andipratama9824@example.com,
2025-11-06 10:31:25,Success,Deni Saputra,8275961189,denisaputra9856@example.com,
2025-11-06 10:31:58,Success,Fajar Ramadhan,8706904785,fajarramadhan9888@example.com,
2025-11-06 10:32:29,Success,Andi Pratama,8211769895,andipratama9920@example.com,
2025-11-06 10:33:01,Success,Budi Santoso,8937059637,budisantoso9951@example.com,
2025-11-06 10:33:52,Success,Eko Wibowo,8830836872,ekowibowo2@example.com,
2025-11-06 10:34:26,Success,Cahyo Nugroho,8127525624,cahyonugroho34@example.com,
2025-11-06 10:34:57,Success,Fajar Ramadhan,8197580022,fajarramadhan68@example.com,
2025-11-06 10:35:27,Success,Hendra Kurniawan,8363913841,hendrakurniawan98@example.com,
2025-11-06 10:35:57,Success,Anjing,8983118961,anjing128@example.com,
2025-11-06 10:36:29,Success,Budi Santoso,8954542305,budisantoso160@example.com,
2025-11-06 10:37:00,Success,Anies,8228969479,anies191@example.com,
2025-11-06 10:37:57,Failed,Prabowo,8530658418,prabowo223@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 10:38:27,Success,Prabowo,8990072654,prabowo279@example.com,
2025-11-06 10:38:59,Success,Prabowo,8294707544,prabowo309@example.com,
2025-11-06 10:40:32,Failed,Irfan Maulana,8710525094,irfanmaulana342@example.com,"Timeout: Gagal load form awal. (Page.goto: Timeout 90000ms exceeded.
Call log:
  - navigating to ""https://bisnispropertinpl.myscalev.com/checkout-npl-1"", waiting until ""load""
)"
2025-11-06 10:41:03,Success,Hai hai,8692092221,haihai434@example.com,
2025-11-06 10:41:33,Success,Prabowo,8675162340,prabowo464@example.com,
2025-11-06 10:42:03,Success,Joko,8494630764,joko494@example.com,
2025-11-06 10:42:33,Success,Anjing,8586081145,anjing525@example.com,
2025-11-06 10:43:05,Success,Hai hai,8194689472,haihai556@example.com,
2025-11-06 10:43:35,Success,Cahyo Nugroho,8403939393,cahyonugroho586@example.com,
2025-11-06 10:44:05,Success,Shibal,8848038935,shibal617@example.com,
2025-11-06 10:44:36,Success,Nugroho,8186293799,nugroho647@example.com,
2025-11-06 10:45:08,Success,Prabowo,8871692849,prabowo678@example.com,
2025-11-06 10:45:38,Success,Joko Susilo,8152873508,jokosusilo710@example.com,
2025-11-06 10:46:09,Success,Cahyo Nugroho,8700741989,cahyonugroho740@example.com,
2025-11-06 10:46:38,Success,Shibal,8850767482,shibal770@example.com,
2025-11-06 10:47:08,Success,Joko Susilo,8782109036,jokosusilo799@example.com,
2025-11-06 10:47:37,Success,Hendra Kurniawan,8539031229,hendrakurniawan829@example.com,
2025-11-06 10:48:08,Success,Gilang Saputra,8499833738,gilangsaputra859@example.com,
2025-11-06 10:48:40,Success,Hai hai,8346629096,haihai891@example.com,
2025-11-06 10:49:11,Success,Anies,8726120677,anies922@example.com,
2025-11-06 10:49:42,Success,Prabowo,8633880626,prabowo953@example.com,
2025-11-06 10:50:11,Success,Hai hai,8308413292,haihai983@example.com,
2025-11-06 10:50:42,Success,Joko,8710876852,joko1013@example.com,
2025-11-06 10:51:13,Success,Andi Pratama,8401051027,andipratama1044@example.com,
2025-11-06 10:51:45,Success,Budi,8127969915,budi1076@example.com,
2025-11-06 10:52:16,Success,Fajar Ramadhan,8709691934,fajarramadhan1107@example.com,
2025-11-06 10:52:48,Success,Cahyo Nugroho,8181762465,cahyonugroho1139@example.com,
2025-11-06 10:53:20,Success,Hendra Kurniawan,8931495666,hendrakurniawan1171@example.com,
2025-11-06 10:53:50,Success,Gilang Saputra,8721509290,gilangsaputra1202@example.com,
2025-11-06 10:54:21,Success,Anies,8447239765,anies1232@example.com,
2025-11-06 10:54:55,Success,Hendra Kurniawan,8165561586,hendrakurniawan1264@example.com,
2025-11-06 10:55:31,Success,Cahyo Nugroho,8794185417,cahyonugroho1298@example.com,
2025-11-06 10:56:01,Success,Prabowo,8416443703,prabowo1333@example.com,
2025-11-06 10:56:32,Success,Anies,8574577102,anies1363@example.com,
2025-11-06 10:57:03,Success,Fajar Ramadhan,8998930284,fajarramadhan1395@example.com,
2025-11-06 10:57:33,Success,Anies,8657760295,anies1424@example.com,
2025-11-06 10:58:04,Success,Hendra Kurniawan,8497330082,hendrakurniawan1455@example.com,
2025-11-06 10:58:34,Success,Budi,8798391582,budi1485@example.com,
2025-11-06 10:59:06,Success,Cahyo Nugroho,8859757823,cahyonugroho1517@example.com,
2025-11-06 10:59:38,Success,Deni Saputra,8448951563,denisaputra1549@example.com,
2025-11-06 11:00:08,Success,Eko Wibowo,8578290554,ekowibowo1579@example.com,
2025-11-06 11:00:40,Success,Deni Saputra,8317836795,denisaputra1611@example.com,
2025-11-06 11:01:10,Success,Cahyo Nugroho,8368726100,cahyonugroho1641@example.com,
2025-11-06 11:01:39,Success,Cahyo Nugroho,8252660511,cahyonugroho1671@example.com,
2025-11-06 11:02:11,Success,Eko Wibowo,8683743514,ekowibowo1702@example.com,
2025-11-06 11:02:43,Success,Shibal,8441334912,shibal1734@example.com,
2025-11-06 11:03:14,Success,Hai hai,8482144738,haihai1765@example.com,
2025-11-06 11:03:45,Success,Hendra Kurniawan,8777781217,hendrakurniawan1795@example.com,
2025-11-06 11:04:16,Success,Fajar Ramadhan,8228894474,fajarramadhan1827@example.com,
2025-11-06 11:04:46,Success,Prabowo,8960309752,prabowo1857@example.com,
2025-11-06 11:05:17,Success,Budi Santoso,8184892442,budisantoso1888@example.com,
2025-11-06 11:05:46,Success,Eko Wibowo,8848884246,ekowibowo1919@example.com,
2025-11-06 11:06:17,Success,Eko Wibowo,8717291428,ekowibowo1947@example.com,
2025-11-06 11:06:48,Success,Joko,8938897140,joko1980@example.com,
2025-11-06 11:07:18,Success,Shibal,8542413193,shibal2010@example.com,
2025-11-06 11:07:50,Success,Anjing,8410096076,anjing2041@example.com,
2025-11-06 11:08:22,Success,Hendra Kurniawan,8279893694,hendrakurniawan2073@example.com,
2025-11-06 11:08:52,Success,Irfan Maulana,8351078603,irfanmaulana2103@example.com,
2025-11-06 11:09:23,Success,Hai hai,8603157638,haihai2134@example.com,
2025-11-06 11:26:04,Failed,Gilang Saputra,8934009647,gilangsaputra2165@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 11:27:26,Failed,Budi Santoso,8809175191,budisantoso3165@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 12:24:32,Success,Anies,8607872499,anies6639@example.com,
2025-11-06 12:25:05,Success,Nugroho,8877008925,nugroho6675@example.com,
2025-11-06 12:25:36,Success,Cahyo Nugroho,8862400014,cahyonugroho6706@example.com,
2025-11-06 12:26:06,Success,Budi,8504844333,budi6737@example.com,
2025-11-06 12:26:37,Success,Shibal,8276645131,shibal6767@example.com,
2025-11-06 12:27:09,Success,Irfan Maulana,8567712785,irfanmaulana6799@example.com,
2025-11-06 12:27:42,Success,Gilang Saputra,8654398188,gilangsaputra6832@example.com,
2025-11-06 12:28:14,Success,Anies,8970649897,anies6864@example.com,
2025-11-06 12:28:46,Success,Nugroho,8292645996,nugroho6897@example.com,
2025-11-06 12:29:18,Success,Nugroho,8529837630,nugroho6929@example.com,
2025-11-06 12:29:51,Success,Budi Santoso,8300590011,budisantoso6961@example.com,
2025-11-06 12:31:24,Failed,Gilang Saputra,8917920622,gilangsaputra6993@example.com,"Timeout: Gagal load form awal. (Page.goto: Timeout 90000ms exceeded.
Call log:
  - navigating to ""https://bisnispropertinpl.myscalev.com/checkout-npl-1"", waiting until ""load""
)"
2025-11-06 12:31:56,Success,Gilang Saputra,8227034264,gilangsaputra7086@example.com,
2025-11-06 12:32:27,Success,Fajar Ramadhan,8392413877,fajarramadhan7117@example.com,
2025-11-06 12:32:57,Success,Cahyo Nugroho,8340269471,cahyonugroho7148@example.com,
2025-11-06 12:33:28,Success,Eko Wibowo,8867854419,ekowibowo7179@example.com,
2025-11-06 12:34:01,Success,Prabowo,8311709134,prabowo7211@example.com,
2025-11-06 12:34:32,Success,Fajar Ramadhan,8589443318,fajarramadhan7243@example.com,
2025-11-06 12:35:04,Success,Joko Susilo,8654304469,jokosusilo7274@example.com,
2025-11-06 12:35:34,Success,Hendra Kurniawan,8962750490,hendrakurniawan7305@example.com,
2025-11-06 12:36:05,Success,Anjing,8467343432,anjing7336@example.com,
2025-11-06 12:36:36,Success,Irfan Maulana,8642276648,irfanmaulana7366@example.com,
2025-11-06 12:37:06,Success,Prabowo,8932543722,prabowo7397@example.com,
2025-11-06 12:37:38,Success,Nugroho,8899141431,nugroho7428@example.com,
2025-11-06 12:38:09,Success,Nugroho,8479494068,nugroho7459@example.com,
2025-11-06 12:38:40,Success,Irfan Maulana,8609153206,irfanmaulana7490@example.com,
2025-11-06 12:39:13,Success,Budi Santoso,8835083088,budisantoso7523@example.com,
2025-11-06 12:39:44,Success,Anies,8718146528,anies7555@example.com,
2025-11-06 12:40:17,Success,Gilang Saputra,8140086431,gilangsaputra7587@example.com,
2025-11-06 12:40:52,Success,Fajar Ramadhan,8703601274,fajarramadhan7619@example.com,
2025-11-06 12:41:24,Success,Fajar Ramadhan,8844695498,fajarramadhan7654@example.com,
2025-11-06 12:41:56,Success,Irfan Maulana,8907582188,irfanmaulana7686@example.com,
2025-11-06 12:42:26,Success,Shibal,8458225951,shibal7717@example.com,
2025-11-06 12:42:58,Success,Irfan Maulana,8454875377,irfanmaulana7748@example.com,
2025-11-06 12:43:29,Success,Anjing,8254116523,anjing7781@example.com,
2025-11-06 12:44:00,Success,Fajar Ramadhan,8564817307,fajarramadhan7811@example.com,
2025-11-06 12:44:30,Success,Shibal,8185984385,shibal7841@example.com,
2025-11-06 12:45:01,Success,Deni Saputra,8214941387,denisaputra7872@example.com,
2025-11-06 12:45:34,Success,Anjing,8768176201,anjing7904@example.com,
2025-11-06 12:46:05,Success,Fajar Ramadhan,8343052775,fajarramadhan7936@example.com,
2025-11-06 12:46:37,Success,Anjing,8225313967,anjing7968@example.com,
2025-11-06 12:47:09,Success,Fajar Ramadhan,8176311558,fajarramadhan8000@example.com,
2025-11-06 12:47:41,Success,Andi Pratama,8546692035,andipratama8032@example.com,
2025-11-06 12:48:36,Failed,Anies,8881195362,anies8062@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 12:49:08,Success,Budi,8118873663,budi8118@example.com,
2025-11-06 12:49:41,Success,Fajar Ramadhan,8919556773,fajarramadhan8151@example.com,
2025-11-06 12:50:11,Success,Gilang Saputra,8621886411,gilangsaputra8183@example.com,
2025-11-06 12:50:43,Success,Budi,8250275169,budi8214@example.com,
2025-11-06 12:51:15,Success,Budi Santoso,8760392074,budisantoso8246@example.com,
2025-11-06 12:51:44,Success,Joko Susilo,8890486927,jokosusilo8276@example.com,
2025-11-06 12:52:15,Success,Anies,8180609717,anies8305@example.com,
2025-11-06 12:52:48,Success,Budi Santoso,8214643151,budisantoso8337@example.com,
2025-11-06 12:53:21,Success,Budi,8436202981,budi8371@example.com,
2025-11-06 12:53:52,Success,Joko Susilo,8471534364,jokosusilo8403@example.com,
2025-11-06 12:54:24,Success,Anies,8451481138,anies8434@example.com,
2025-11-06 12:54:55,Success,Fajar Ramadhan,8567790831,fajarramadhan8466@example.com,
2025-11-06 12:55:26,Success,Anjing,8826582776,anjing8498@example.com,
2025-11-06 12:55:59,Success,Deni Saputra,8185516951,denisaputra8529@example.com,
2025-11-06 12:56:30,Success,Andi Pratama,8661159108,andipratama8561@example.com,
2025-11-06 12:57:02,Success,Prabowo,8835530498,prabowo8592@example.com,
2025-11-06 12:57:34,Success,Anies,8157362657,anies8624@example.com,
2025-11-06 12:58:06,Success,Nugroho,8354696388,nugroho8656@example.com,
2025-11-06 12:58:38,Success,Shibal,8310315558,shibal8689@example.com,
2025-11-06 12:59:10,Success,Joko Susilo,8791750663,jokosusilo8720@example.com,
2025-11-06 12:59:42,Success,Andi Pratama,8191628257,andipratama8752@example.com,
2025-11-06 13:00:14,Success,Andi Pratama,8799422411,andipratama8784@example.com,
2025-11-06 13:00:46,Success,Deni Saputra,8453083565,denisaputra8816@example.com,
2025-11-06 13:01:19,Success,Andi Pratama,8561707239,andipratama8849@example.com,
2025-11-06 13:01:51,Success,Andi Pratama,8934114553,andipratama8881@example.com,
2025-11-06 13:02:22,Success,Joko,8600959542,joko8913@example.com,
2025-11-06 13:02:54,Success,Prabowo,8474110781,prabowo8945@example.com,
2025-11-06 13:03:50,Failed,Irfan Maulana,8204418233,irfanmaulana8976@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 13:04:46,Failed,Hendra Kurniawan,8739939913,hendrakurniawan9032@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 19:44:42,Failed,Shibal,8625227702,shibal3026@example.com,Timeout 30s menunggu halaman sukses
2025-11-06 19:53:01,Failed,Budi Santoso,8218063513,budisantoso3579@example.com,"Page.goto: Protocol error (Page.navigate): Invalid url: ""https://import sys, re, time, random, csv, datetime, os""
Call log:
  - navigating to ""https://import sys, re, time, random, csv, datetime, os"", waiting until ""load""
"
2025-11-06 19:53:03,Failed,Andi Pratama,8922073960,andipratama3582@example.com,"Page.goto: Protocol error (Page.navigate): Invalid url: ""https://import sys, re, time, random, csv, datetime, os""
Call log:
  - navigating to ""https://import sys, re, time, random, csv, datetime, os"", waiting until ""load""
"
2025-11-06 19:53:06,Failed,Anjing,8451058337,anjing3585@example.com,"Page.goto: Protocol error (Page.navigate): Invalid url: ""https://import sys, re, time, random, csv, datetime, os""
Call log:
  - navigating to ""https://import sys, re, time, random, csv, datetime, os"", waiting until ""load""
"
2025-11-06 19:53:09,Failed,Budi,8708804185,budi3589@example.com,"Page.goto: Protocol error (Page.navigate): Invalid url: ""https://import sys, re, time, random, csv, datetime, os""
Call log:
  - navigating to ""https://import sys, re, time, random, csv, datetime, os"", waiting until ""load""
"
2025-11-06 19:54:12,Failed,Deni Saputra,8469269398,denisaputra3617@example.com,"Page.wait_for_function: can't access property ""innerText"", document.body is null
@debugger eval code line 291 > eval line 4 > eval:3:34
predicate@debugger eval code line 291 > eval:13:25
next@debugger eval code line 291 > eval:29:29
@debugger eval code line 291 > eval:42:9
evaluate@debugger eval code:293:16
@debugger eval code:1:44
"
2025-11-06 19:54:55,Failed,Andi Pratama,8388425659,andipratama3655@example.com,"Page.wait_for_function: can't access property ""innerText"", document.body is null
@debugger eval code line 291 > eval line 4 > eval:3:34
predicate@debugger eval code line 291 > eval:13:25
next@debugger eval code line 291 > eval:29:29
@debugger eval code line 291 > eval:42:9
evaluate@debugger eval code:293:16
@debugger eval code:1:44
"
2025-11-06 19:55:28,Failed,Cahyo Nugroho,8195618769,cahyonugroho3697@example.com,"Page.wait_for_function: can't access property ""innerText"", document.body is null
@debugger eval code line 291 > eval line 4 > eval:3:34
predicate@debugger eval code line 291 > eval:13:25
next@debugger eval code line 291 > eval:29:29
@debugger eval code line 291 > eval:42:9
evaluate@debugger eval code:293:16
@debugger eval code:1:44
"
2025-11-06 19:58:16,Success,Joko,8755435279,joko3858@example.com,
2025-11-06 19:58:50,Success,Andi Pratama,8897647310,andipratama3899@example.com,
2025-11-06 20:00:23,Failed,Shibal,8116004131,shibal3933@example.com,"Timeout 90s: Gagal load form awal atau halaman. (Page.goto: Timeout 90000ms exceeded.
Call log:
  - navigating to ""https://bisnispropertinpl.myscalev.com/checkout-npl-1"", waiting until ""load""
)"
2025-11-06 20:00:59,Success,Anjing,8256751705,anjing4026@example.com,
2025-11-06 20:01:33,Success,Andi Pratama,8713302888,andipratama4060@example.com,
2025-11-06 20:02:07,Success,Cahyo Nugroho,8583788448,cahyonugroho4095@example.com,
2025-11-06 20:02:40,Success,Eko Wibowo,8765032058,ekowibowo4129@example.com,
2025-11-06 20:03:13,Success,Budi,8406698474,budi4162@example.com,
2025-11-06 20:03:48,Success,Fajar Ramadhan,8548118163,fajarramadhan4195@example.com,
2025-11-06 20:04:32,Success,Prabowo,8526441350,prabowo4230@example.com,
2025-11-06 20:05:06,Success,Anies,8322029067,anies4273@example.com,
2025-11-06 20:05:49,Success,Joko Susilo,8950770294,jokosusilo4308@example.com,
2025-11-06 20:06:21,Success,Deni Saputra,8228532997,denisaputra4350@example.com,
2025-11-06 20:06:54,Success,Gilang Saputra,8874711181,gilangsaputra4384@example.com,
2025-11-06 20:07:26,Success,Hendra Kurniawan,8907527867,hendrakurniawan4416@example.com,
2025-11-06 20:07:59,Success,Fajar Ramadhan,8135605353,fajarramadhan4448@example.com,
2025-11-06 20:08:34,Success,Budi Santoso,8368308000,budisantoso4481@example.com,
2025-11-06 20:09:05,Success,Deni Saputra,8659863761,denisaputra4515@example.com,
2025-11-06 20:09:39,Success,Andi Pratama,8585407752,andipratama4548@example.com,
2025-11-06 20:10:11,Success,Andi Pratama,8915979796,andipratama4580@example.com,
2025-11-06 20:10:42,Success,Hendra Kurniawan,8561064923,hendrakurniawan4612@example.com,
2025-11-06 20:11:15,Success,Budi,8779659935,budi4645@example.com,
2025-11-06 20:11:48,Success,Irfan Maulana,8979991291,irfanmaulana4677@example.com,
